prov_id,names,owner,population
15367,La Ceiba,HDU,300948
11919,Sidon; Ṣaydā,HEZ,
15446,Ba'albak; Baalbek,HEZ,
10062,Hong Kong; Xiānggǎng,HKG,
14190,'Azzā; Gaza; Ghazzah,HMS,
686,Sopron,HUN,55594
701,Székesfehérvár,HUN,75063
3730,Nyíregyháza,HUN,78595
3731,Eger,HUN,
6670,Baja,HUN,
6685,Kaposvár,HUN,
6700,Kecskemét,HUN,73080
6703,Dunaújváros,HUN,
6716,Szolnok,HUN,
6720,Győr,HUN,88498
6751,Miskolc,HUN,115425
9660,Ferenc Liszt International Airport; Liszt Ferenc Nemzetközi Repülőtér,HUN,
9690,Vác,HUN,
11610,Pécs,HUN,123329
11627,Szombathely,HUN,56106
11644,Békés,HUN,
11646,Békéscsaba,HUN,
14451,Budapest,HUN,1743875
14455,Szeged,HUN,122060
14456,Debreccen,HUN,139471
4861,Akureyri,ICE,
12674,Akranes,ICE,
13271,Ísafjörthur; Ísafjörður,ICE,
15081,Reykjavík,ICE,206895
15082,Keflavík International Airport; Keflavíkurflugvöllur,ICE,
15089,Egilsstathir; Egilsstaðir,ICE,
1061,Gandhidham; Gāndhīdhām,IND,307941
1075,Agartala; Āgaratalā,IND,721130
1144,Surendranagar; Surēndranagara,IND,310315
1190,Bhuj,IND,186749
1275,Khammam; Khammaṁ,IND,339172
1317,Nalgonda; Nalgoṁḍa,IND,174421
1344,Chittur; Cittūru,IND,
1359,Bidar; Bīdar,IND,303956
1381,Tañcāvūr; Thanjavur,IND,437549
1409,Dindigul; Tiṇṭukkal,IND,406544
1430,Ongole; Oṁgōlu,IND,244578
1510,Chirimiri; Cirīmirī,IND,57331
1538,Kendujhar; Keonjhar,IND,
1541,Sivān; Siwan,IND,292602
1569,Begusarai; Begūsarāy,IND,1193508
1581,Imphal,IND,829904
1609,Baharampur,IND,
1908,Sikar; Sīkar,IND,294150
1949,Vidisha; Vidiśā,IND,247130
1983,Baharāic; Bahraich,IND,517750
2002,Sirasā; Sirsa,IND,280987
2005,Mirzapur; Mirzāpur,IND,703502
2036,Orai; Uraī,IND,297192
2054,Alavar; Alwar,IND,541266
2076,Mandi; Maṁḍī,IND,
2092,Baram; Bārām,IND,
4062,Haladiẏā; Haldia,IND,
4064,Mahesāna; Mehsana,IND,376010
4090,Junagadh; Junāga,IND,357101
4104,Balasore; Bāleśwar,IND,203378
4204,Bankura; Baṁkuṛā,IND,300434
4237,Kakinada; Kākināḍa,IND,496994
4278,Shivamogga; Śivamogga,IND,404349
4327,Tirunelveli; Tirunelvēli,IND,371087
4353,Barshi; Bārśī,IND,132865
4414,Anantapur; Anaṁtapuraṁ,IND,420001
4420,Hosur; Hōcūr,IND,388678
4435,Gantok; Gāntok,IND,132116
4459,Betiyā; Bettiah,IND,589703
4516,Bodh Gaya; Bodh Gayā,IND,
4544,Bihar Sharif; Bihār Śarīph,IND,599180
4557,Gondia; Goṁdiyā,IND,272964
4883,Bhandara; Bhaṁḍārā,IND,173162
4950,Baitūl; Betul,IND,177044
5002,Rudrapur,IND,66325
5019,Nanded; Nāṁdeḍ,IND,759900
5032,Ballari; Baḷḷāri,IND,574842
5040,Satna; Satnā,IND,504984
5055,Fatehpur; Phatehpur,IND,89377
5063,Latur; Lātūr,IND,493859
5086,Farrukhabad; Farrūxābād,IND,576426
5096,Sagar; Sāgar,IND,571737
5104,Yadgiri; Yādgiri,IND,126731
5157,Haridvār; Haridwar,IND,684947
7150,Ankleshwar; Aṁkalēśvara,IND,284472
7177,Jalagon; Jaḷagāṁ,IND,
7205,Burhanpur; Burhānpurs,IND,330992
7220,Kharagpur; Khaṛgpur,IND,760857
7232,Ratnagiri; Ratnāgirī,IND,222402
7250,Bagalkot; Bāgalkōṭ,IND,53622
7273,Leh; Lehh; Lēh,IND,
7310,Tirupati,IND,482025
7340,Bhimavaram; Bhīmavaraṁ,IND,246577
7395,Udupi; Uḍupi,IND,303722
7430,Akola; Akolā,IND,671544
7436,Vellore; Vēlūr,IND,765930
7465,Jagdalpur,IND,138047
7475,Purnia; Pūrṇiyāṁ,IND,461747
7537,Bhagalpur; Bhāgalpur,IND,343274
7565,Malda; Māldā,IND,185762
7593,Deoghar; Devghar,IND,403639
7619,Caṁdrapūr; Chandrapur,IND,421688
7905,Tonk; Ṭōṁk,IND,216165
7938,Rewa; Rīvā,IND,361737
8067,Tirucceṅkōṭu; Tiruchengode,IND,155978
8087,Mahbubnagar; Mahābubnagar,IND,226080
8100,Tumakur; Tumakūru,IND,371851
8114,Shahjahanpur; Śāhajahāṁpur,IND,652810
8120,Bilaspur; Bilāspur,IND,789909
9946,Balangir; Balāṅgīr,IND,195340
9951,Sambhal,IND,420976
9973,Ayodhya; Ayodhyā,IND,
9975,Anand; Ānand,IND,639522
10001,Srikakulam; Śrīkākuḷaṁ,IND,200889
10019,Malegaon; Mālegāv,IND,552385
10021,Haldvānī; Haldwani,IND,445612
10030,Yavatamāḷ; Yavatmal,IND,358165
10077,Bardhaman; Bardhamān,IND,216948
10190,Kanhangad; Kāññaṅṅāṭ,IND,100444
10208,Davangere; Dāvaṇgere,IND,536080
10210,Satara; Sātārā,IND,345256
10259,Raichur; Rāycūru,IND,314663
10278,Ceṉṉai; Chennai,IND,11466400
10296,Nandyala; Naṁdyāla,IND,244975
10311,Jalna; Jālanā,IND,383638
10332,Singrauli; Siṁgraulī,IND,55673
10358,Chaibasa; Cāībāsā,IND,124116
10361,Muzaffarpur,IND,
10401,Dhamtari; Dhamtarī,IND,144195
10428,Sambalpur,IND,248582
10471,Medininagar; Medinīnagar,IND,262681
10511,Mancherial; Maṁciryāl,IND,179447
10729,Patiala; Paṭiālā,IND,694312
10751,Mau; Maū,IND,472585
10772,Moga; Mōgā,IND,188038
10807,Bhind; Bhiṇḍ,IND,396784
10810,Itanagar; Īṭānagar,IND,53883
10816,Sehore; Sīhor,IND,161580
10878,Darbhanga; Darbhaṁgā,IND,991525
10905,Anantanāg; Anantnag; Āslām Ābād,IND,273306
11950,Karimnagar; Karīṁnagar,IND,342883
11952,Bharuch; Bharūch,IND,398029
11993,Nandurbar; Naṁdurabār,IND,207515
12037,Porbandar; Pōrabaṁdara,IND,231312
12041,Sri Ganganagar; Śrī Gaṁgānagar,IND,322863
12063,Bhadrak,IND,277332
12080,Pithampur; Pīthampur,IND,125022
12105,Gadag,IND,
12146,Mandya; Maṁḍya,IND,209511
12164,Cuddalore; Kaṭalūr,IND,435629
12226,Udagīr; Udgir,IND,203505
12241,Jaẏpur; Jeypore,IND,119477
12247,Karur; Karūr,IND,281322
12275,Palakkad; Pālakkāṭ,IND,368312
12375,Raigarh; Rāygaṛh,IND,151048
12395,Shillong,IND,552378
12462,Brahmapur,IND,603330
12480,Ambikapur; Aṁbikāpur,IND,213440
12708,Shimla; Śimalā,IND,209366
12734,Robertson Pet; Rābarṭsan Pēṭ,IND,
12743,Banswara; Bāṁsavāḍa,IND,170990
12777,Raebareli; Rāyabarelī,IND,434558
12779,Proddatur; Prodduṭūr,IND,235589
12822,Pathankot; Paṭhānakōṭ,IND,292356
12829,Udaipur,IND,161945
12844,Nagaur; Nāgaur,IND,190920
12868,Hisar; Hisāra,IND,518588
12886,Pali; Pālī,IND,251608
15506,Surat; Sūrat,IND,7100723
15507,Navsari; Navsāri,IND,392174
15512,Vadodara; Vaḍōdarā,IND,2269390
15516,Ahmedabad; Amadāvāda,IND,7898650
15521,Bhaunagar; Bhāvnagar,IND,732066
15522,Jamnagar; Jāmanagara,IND,676169
15523,Rajkot; Rājakōṭa,IND,1553762
15529,Kota; Kōṭā,IND,1220154
15533,Jaipur,IND,4229050
15537,Jodhpur; Jōdhpur,IND,1540835
15539,Ajamēr; Ajmer,IND,619479
15540,Bikaner; Bīkānēr,IND,880322
15545,Bhilwara; Bhīlavāḍa,IND,421062
15548,Thiruvananthapuram; Tiruvanantapuraṁ,IND,3166825
15549,Kollam; Kollaṁ,IND,3463935
15550,Kannur; Kaṇṇūr,IND,503269
15551,Kozhikode; Kōḻikkōṭ,IND,7612130
15552,Malappuram; Malappuṟaṁ,IND,
15553,Kochi,IND,5069022
15554,Kottayam; Kōṭṭayaṁ,IND,942500
15555,Thrissur; Tṛiśśūr,IND,1644796
15558,Ceṉṉai Vimāṉa Nilaiyam; Chennai International Airport,IND,
15561,Cēlam; Salem,IND,1299777
15562,Puducherry; Pāṇṭiccēri,IND,1058587
15563,Civakāci; Sivakasi,IND,287420
15564,Madurai; Maturai,IND,2184066
15566,Coimbatore; Kōyamputtūr,IND,2360322
15568,Tiruppur; Tiruppūr,IND,1156669
15570,Tiruccirāppaḷḷi; Tiruchirappalli,IND,1378490
15571,Erode; Īrōṭu,IND,828689
15572,Delhi; Dillī,IND,
15573,Indira Gandhi International Airport; Iṁdirā Gāṁdhī Iṁṭaranēśanal Ēyarapōrṭ,IND,
15574,Faridabad; Pharīdābād,IND,
15577,Gurugram; Gurugrām,IND,
15579,Panipat; Pānīpat,IND,696045
15580,Yamuna Nagar; Yamunānagar,IND,660062
15581,Kaithal,IND,253734
15583,Caṁḍīgaṛh; Chandigarh,IND,2417872
15584,Ludhiana; Ludhiāṇā,IND,2323217
15585,Panchkula; Paṁcakulā,IND,
15586,Amritsar; Aṁmritasar,IND,1303219
15590,Jalandhar; Jalaṁdhar,IND,1170867
15594,Bathinda; Baṭhiṁḍā,IND,394005
15596,Udhampur; Ādham Por,IND,198368
15599,Jammu; Jammū; Jamoṁ,IND,1160687
15600,Sary Nagr; Srinagar; Śrīnagar,IND,83806
15602,Baramulla; Bārha Molah; Bārāmūlā,IND,138339
15605,Dharamshala; Dharmaśālā,IND,82359
15607,Dehradun; Dēharādūna,IND,1191308
15609,Meerut; Mēraṭh,IND,2169152
15613,Agra; Āgarā,IND,2790456
15615,Prayagraj; Prayāgarāj,IND,2358995
15617,Kanpur; Kānpur,IND,4413625
15620,Lakhanaū; Lucknow,IND,5214964
15624,Varanasi; Vārāṇasī,IND,3812496
15627,Moradabad; Murādābād,IND,1446662
15628,Rampur; Rāmpur,IND,533448
15629,Bareilly; Barelī,IND,1609406
15630,Gorakhpur,IND,1484201
15631,Firozabad; Phirozābād,IND,859859
15632,Jhansi; Jhāvṁsī,IND,678723
15633,Saharanpur; Sahāranpur,IND,1252967
15634,Aligarh; Alīgaḍh,IND,1694357
15636,Banda; Bāṁdā,IND,281392
15640,Bulandshahr; Bulaṁdaśahar,IND,510256
15643,Pilibhit; Pīlībhīt,IND,332779
15645,Muzaffar Nagar; Muzaffarnagar,IND,828958
15646,Greater Noida; Greṭar Noeḍā,IND,324832
15647,Jaunpur,IND,539055
15648,Mumbai; Muṁbaī,IND,20453270
15649,Navi Mumbai International Airport; Navī Muṁbaī Iṁṭaraneśanala Eyaraporṭa,IND,
15652,Vasai; Vasaī,IND,
15653,Solapur; Solāpūr,IND,1109882
15654,Nashik; Nāśik,IND,1970970
15656,Pune; Puṇe,IND,6674000
15661,Nagpur; Nāgapūr,IND,3399891
15664,Amarāvatī; Amravati,IND,765252
15665,Kolhapur; Kolhāpūr,IND,807276
15666,Sangli; Sāṁgalī,IND,727119
15667,Aurangabad; Auraṁgābāda,IND,157594
15669,Osmanabad; Usmānābād,IND,
15672,Parabhaṇī; Parbhani,IND,432999
15673,Gvāliyar; Gwailor,IND,
15675,Indore,IND,3598874
15676,Devās; Dewas,IND,357534
15677,Ujjain,IND,573699
15680,Bhopal; Bhopāl,IND,2599311
15682,Jabalpur,IND,1621135
15684,Morena; Murainā,IND,369897
15685,Shivpuri; Śivapurī,IND,246608
15686,Guna; Gunā,IND,257693
15688,Ratlam; Ratlām,IND,347986
15690,Katni; Kaṭnī,IND,306752
15691,Seoni; Sivanī,IND,164969
15694,Chhindwara; Chiṁdvāṛā,IND,285974
15698,Bangalore; Beṁgaḷūru,IND,
15702,Maisūru; Mysore,IND,
15704,Mangalore; Maṁgaḷūru,IND,
15705,Belgaum; Beḷagāvi,IND,789454
15706,Gulbarga; Gulbargā,IND,
15708,Hubballi; Hubbaḷḷi,IND,
15709,Dharwad; Dhāravāḍ,IND,948072
15711,Hassan; Hāsan,IND,245504
15714,Bijapur; Vijayapura,IND,418497
15718,Aizawl,IND,365806
15720,Kohima,IND,
15721,Guvāhāṭī; Guwahati,IND,1375937
15723,Dibrugarh; Ḍibrugaṛ,IND,245389
15724,Jorhat; Yorahāṭ,IND,227895
15725,Silchar; Śilcar,IND,528261
15726,Haidarābād; Hyderabad,IND,9455230
15729,Rajiv Gandhi International Airport; Rājīv Gāṁdhī Aṁtarjātīya Vimānāśrayaṁ,IND,
15732,Varaṁgal; Warangal,IND,788504
15736,Nijāmābādu; Nizamabad,IND,429514
15737,Nellore; Nellūru,IND,692502
15738,Visakhapatnam; Viśākhapaṭnaṁ,IND,1634440
15741,Vijayavāḍa; Vijayawada,IND,1240029
15742,Guntur; Guṁṭūru,IND,835293
15743,Karnūlu; Kurnool,IND,442142
15744,Rajamahendravaram; Rājamahēṁdravaraṁ,IND,585458
15745,Vijayanagaraṁ; Vizianagaram,IND,299740
15746,Eluru; Ēlūru,IND,378263
15747,Kadapa; Kaḍapa,IND,376919
15749,Hindupur; Hiṁdūpuraṁ,IND,157720
15750,Raipur; Rāypur,IND,1528592
15751,Bhilai; Bhilāī,IND,
15753,Rajnandgaon; Rājnāṁdgāṁ,IND,220032
15755,Cuttack; Kaṭak,IND,808650
15756,Bhubaneswar; Bhubaneśvar,IND,1173697
15757,Rourkela; Rāurkelā,IND,749807
15758,Siliguri; Śiliguṛi,IND,579972
15760,Kalkātā; Kolkata,IND,23314585
15761,Netaji Chandra Bose International Airport; Subhāṣcandra Basu Āntarjātik Bimānbandar,IND,
15763,Asansol; Āsānsol,IND,2886897
15764,Durgapur; Durgāpur,IND,223704
15766,Jamshedpur; Jamśedpur,IND,2007932
15768,Ranchi; Rāṁcī,IND,1817833
15769,Dhanbad; Dhanbād,IND,2078658
15770,Bokaro; Bokāro,IND,863889
15772,Hazaribagh; Hazārībāg,IND,293350
15773,Gumla; Gumlā,IND,130091
15776,Patna; Paṭnā,IND,3434078
15779,Sasaram; Sāsārām,IND,325822
15780,Arrah; Ārā,IND,503401
303,Tullamore,IRE,
337,Letterkenny,IRE,
3359,Drogheda,IRE,
6313,Limerick,IRE,
7394,Cork,IRE,137272
9303,Galway,IRE,73625
11237,Waterford,IRE,
11293,Dublin,IRE,1124520
11371,Sligo,IRE,
13648,Dublin Airport,IRE,
1086,Arīḥā; Jericho; Yericho,ISR,
4088,Ashkelon,ISR,105812
4206,Tall 'Abīb-Yāfā; Tel Aviv; Tel Aviv-Yafo,ISR,2628335
9753,Al-Quds; Jerusalem; Yerushalayim,ISR,1022929
14178,Haifa; Hefa,ISR,449588
14182,Eilat,ISR,
14216,Ben Gurion Airport; Maṭār Tall 'Abīb; Nimel Hitofa Ben Goryon,ISR,
603,Verona,ITA,216582
628,Udine,ITA,101454
773,Cremona,ITA,50804
782,Ravenna,ITA,90309
819,Naples; Napoli,ITA,2885079
883,Foggia,ITA,126645
910,Siena,ITA,
955,Salerno,ITA,128967
967,Ancona,ITA,77488
1009,Ragusa,ITA,
3776,Mantua,ITA,
3780,Milan; Milano,ITA,3135553
3885,Perugia,ITA,55989
3901,Cosenza,ITA,84898
3923,Campobasso,ITA,
3958,Potenza,ITA,
4159,Messina,ITA,178836
6606,Bologna,ITA,456780
6626,Trieste,ITA,178655
6635,Novara,ITA,92131
6780,Torino; Turin,ITA,1243448
6788,Genoa; Genova,ITA,523194
6790,Piacenza,ITA,95643
6831,Vasto,ITA,
6843,Barletta,ITA,92131
6862,Viterbo,ITA,
6875,Grosseto,ITA,52134
6926,Assisi,ITA,
6946,Pisa,ITA,65764
6979,Lecce,ITA,82977
7147,Sciacca,ITA,
9598,Trento,ITA,91890
9630,Bolzano; Bozen,ITA,
9741,Alessandria,ITA,63955
9752,Parma,ITA,148518
9772,Sassari,ITA,90913
9794,Terni,ITA,92463
9856,Policoro,ITA,
9863,Olbia,ITA,
9904,Roma; Rome,ITA,2476089
9907,Firenze; Florence,ITA,711105
9924,Rimini,ITA,126273
10074,Palermo,ITA,666321
11584,Venezia; Venice,ITA,61951
11721,Cuneo,ITA,
11723,Alba,ITA,
11730,Asti,ITA,
11773,Cagliari,ITA,257468
11824,Oristano,ITA,
11837,Taranto,ITA,136105
11846,Latina,ITA,82137
11891,Sanremo,ITA,
12098,Catanzaro,ITA,
14101,Aeroporto di Palermo; Palermo Airport,ITA,
14102,Catania,ITA,455595
14103,Syracuse,ITA,95712
14105,Bari,ITA,311280
14117,La Spezia,ITA,87709
14119,Prato,ITA,
14123,Aeroporto Leonardo da Vinci; Leonardo da Vinci Airport,ITA,
14128,Rieti,ITA,
14130,Pescara,ITA,212590
14132,Ferrara,ITA,91055
14135,Modena,ITA,155015
14141,Monza,ITA,
14142,Aeroporto di Milano Malpensa; Milano Malpensa Airport,ITA,
14143,Bergamo,ITA,448364
15932,Kingston,JAM,593375
4017,Ma'an; Ma'ān,JOR,
7151,As-Salṭ; Salt,JOR,
10089,Madaba; Mādabā,JOR,151891
15796,'Ammān; Amman,JOR,6425246
15798,Al-Zarqā'; Zarqa,JOR,
15801,Maṭār Al-Malikat Alyā Al-Dawli; Queen Alia International Airport,JOR,
15802,'Irb'd; Irbid,JOR,704577
15803,Al-Aqaba; Aqaba,JOR,118599
554,Miyaly; Mïyalı,KAZ,
642,Kul'sary; Kulsary; Qūlsary,KAZ,
1239,Balkhash; Balqaş,KAZ,60602
1371,Shalkar; Şalqar,KAZ,
1418,Kokshetau; Kökşetau,KAZ,142171
1517,Jañaözen; Zhanaozen,KAZ,168146
1668,Aiagöz; Ayagoz,KAZ,
1680,Stepnogorsk,KAZ,
1840,Shelek; Şelek,KAZ,
1864,Ridder,KAZ,
4238,Atbasar,KAZ,
4300,Ayteke Bi; Ayteke-Bi; Äyteke Bï,KAZ,50309
4374,Aral; Aral'sk,KAZ,
4845,Dzharkent; Jarkent; Zharkent,KAZ,54229
7317,Ekibastuz; Ekıbastūz,KAZ,114479
7341,Hromtau; Khromtau,KAZ,
7425,Shakhtinsk; Şahtinsk,KAZ,
7429,Jitiqara; Zhitikhara,KAZ,
7777,Jetısai; Zhetisay,KAZ,
9462,Jımpïtı; Zhympity,KAZ,
10146,Konaev; Konayev; Qonaev,KAZ,
10168,Lisakovsk,KAZ,
10220,Satbayev; Sätbaev,KAZ,
10239,Koshi; Koshy; Qosshy,KAZ,
10253,Kandyagash; Qandıağaş,KAZ,
10262,Beyneu; Beıneý,KAZ,
10284,Rudny,KAZ,
10547,Taldykorgan; Taldyqorğan,KAZ,146374
10550,Sarkand; Sarqan,KAZ,
10601,Saryagash; Saryağaş,KAZ,
10603,Kulan; Qulan,KAZ,
10610,Zaisan,KAZ,
10630,Aksu; Aqsu,KAZ,
11510,Aksay; Aqsay,KAZ,
12285,Novoishim; Novoishimkoye,KAZ,
12340,Jaŋatas; Zhanatas,KAZ,
12397,Turkestan; Turkistan; Türkıstan,KAZ,213680
12427,Zyrian; Zyryanovsk,KAZ,
12529,Usharal; Üşaral,KAZ,
12594,Shemonaikha; Şemonaiha,KAZ,
15149,Aktau; Aqtau,KAZ,259510
15150,Atyrau; Atyraý,KAZ,203400
15152,Oral; Ural'sk,KAZ,173858
15156,Aktobe; Aqtöbe,KAZ,420695
15157,Aktobe International Airport; Aqtöbe Xalıqaralıq Äwejayı; Mezhdunarodnyy Aeroport Aktobe,KAZ,
15160,Kyzylorda; Qyzylorda,KAZ,234839
15163,Shieli; Şïeli,KAZ,
15164,Shymkent; Şymkent,KAZ,1239663
15168,Arys,KAZ,
15169,Taraz,KAZ,234775
15170,Shu; Şu,KAZ,
15174,Kulan; Qostanai,KAZ,
15175,Arkalyk; Arqalyq,KAZ,
15177,Petropavl; Petropavlosk,KAZ,126723
15180,Astana,KAZ,1128140
15183,Astana International Airport; Astana Xalıqaralıq Äwejayı; Mezhdunarodnyy Aeroport Astana,KAZ,
15184,Shchuchinsk; Şuçinsk,KAZ,
15185,Karaganda; Qarağandy,KAZ,303663
15186,Temirtau; Temırtau,KAZ,108297
15190,Jezqazğan; Zhezkazgan,KAZ,51428
15192,Pavlodar,KAZ,262864
15193,Bayanaul,KAZ,
15197,Semey,KAZ,291783
15198,Oskemen; Ust'-Kamenogorsk; Öskemen,KAZ,240226
15206,Almaty,KAZ,2315538
15207,Kaskelen; Qaskeleŋ,KAZ,
15208,Almaty International Airport; Almaty Xalıqaralıq Äwejayı; Mezhdunarodnyy Aeroport Almaty,KAZ,
9849,Prizren,KOS,111237
13840,Prishtina,KOS,218971
1923,Muhayil; Muḥā'yil,KSA,
1955,Al-Khafjī; Khafji,KSA,
2027,Al-'Ulā; Al-Ula,KSA,
8073,Jizan; Jīzān,KSA,
8092,'Umluj; Umluj,KSA,
8101,Sakaka; Sakākā,KSA,
10815,Turaif; Ṭuraīf,KSA,
12727,Al-Kharj,KSA,
12870,Al-Majma'ah,KSA,
12883,Rabigh; Rābigh,KSA,
15849,Al-Bahah; Al-Bāḥah,KSA,
15850,Al-Qurayyat; Al-Qurayyāt,KSA,
15852,Rafha; Rafḥā',KSA,
15853,'Ar'ar; Arar,KSA,
15854,Tabuk; Tabūk,KSA,
15860,Hail; Ḥā'il,KSA,
15864,Buraydah,KSA,
15865,'Unaīzah; Unaizah,KSA,
15868,Ar-Rass,KSA,
15870,Ar-Riyāḍ; Riyadh,KSA,
15871,King Khalid International Airport; Maṭār Al-Mlik Khāld Al-Dawli,KSA,
15882,Wadi Ad-Dawasir; Wādī Ad-Dawāsir,KSA,
15885,Ad-Dawādmī; Al-Duwadimi,KSA,
15886,Najiran; Najrān,KSA,
15887,Sharorah; Sharūrah,KSA,
15890,Ad-Dammām; Dammam,KSA,
15891,Al-Khubar; Khobar,KSA,
15893,King Fahd International Airport; Maṭār Al-Mlik Fahd Al-Dawli,KSA,
15897,Hafar Al-Batin; Ḥafar Al-Bāṭin,KSA,
15898,Al-Hufūf; Hofuf,KSA,
15900,Al-Jubaīl; Jubail,KSA,
15901,Khamis Mushait; Khamīs Mushaīṭ,KSA,
15902,Abha; Abhā,KSA,
15906,Bisha; Bīshah,KSA,
15908,Jeddah; Jiddah,KSA,
15909,King Abdulaziz International Airport; Maṭār Al-Mlik 'Abdāl'azyz Al-Dawli,KSA,
15911,Makkah; Mecca,KSA,
15912,Bahrah; Baḥrah,KSA,
15917,Al-Qunfudhah,KSA,
15921,Aṭ-Ṭa'if; Taif,KSA,
15923,Yanbu; Yanbu' al-Baḥr,KSA,
15924,Al-Madīnah; Medina,KSA,
265,Bauska,LAT,
310,Daugavpils,LAT,51342
341,Rēzekne,LAT,
3296,Ventspils,LAT,
3298,Alūksne,LAT,
9240,Cēsis,LAT,
9262,Liepāja,LAT,
9501,Valmiera,LAT,
13827,Riga; Rīga,LAT,516897
13831,Riga Airport; Rīgas Lidosta,LAT,
15448,Bayrūt; Beirut,LEB,1538386
15449,Tripoli; Ṭarābulus,LEB,309234
327,Trakai,LIT,
3272,Marijampolė,LIT,
3288,Klaipėda; Memel,LIT,103210
6281,Alytus,LIT,
6314,Palanga,LIT,
6360,Raseiniai,LIT,
6376,Šiauliai,LIT,
9438,Panevėžys,LIT,69938
9731,Telšiai,LIT,
13820,Vilnius; Wilno,LIT,339420
13822,Lotnisko Wilno; Tarptautinis Vilniaus oro Uostas; Vilnius International Airport,LIT,
13823,Kaunas,LIT,236910
14096,Vaduz,LTN,
6583,Luxembourg City; Stad Lëtzebuerg; Stadt Luxemburg; Ville de Luxembourg,LUX,
1060,Al Jaghbub; Al-Jaġhbūb,LYB,
1127,Ajdabiya; Ajdābiyā,LYB,91768
1130,Tobruk; Ṭubruq,LYB,115429
1140,Tazirbu; Tāzirbū,LYB,
1149,Tripoli; Ṭarābulus,LYB,1248354
4047,Sirte; Surt,LYB,59423
4051,Az-Zintān; Zintan,LYB,
4151,Al Bayda; Al-Bayḍā',LYB,
7066,Bani Waled; Banī Walīd,LYB,
7082,Darnah; Derna,LYB,59569
10117,Bin Jawad,LYB,
10884,Gadamis; Ghadāmis,LYB,
11954,Banghāzī; Benghazi,LYB,599691
12039,Zuwara; Zuwārah,LYB,
12866,Hun; Hūn,LYB,
14549,Al-Jawf,LYB,
14550,Ghat; Ghāt,LYB,
14552,Birāk; Brak,LYB,
14553,Sabha; Sabhā,LYB,118712
14558,Maṭār Ṭarābulus Al-Dawli; Tripoli International Airport,LYB,
14560,Az-Zāwiyah; Zawiya,LYB,
14563,Misrata; Miṣrātah,LYB,310800
14047,Monaco,MCO,
4189,Macau; Àomén,MCU,
1828,Aeropuerto Internacional de la Ciudad de México; Mexico City International Airport,MEX,
1900,Comitán de Domínguez,MEX,
1945,Guasave,MEX,84062
1952,Matehuala,MEX,91143
2021,Coatzacoalcos,MEX,303635
2051,Colima,MEX,307483
2069,Heroica Caborca,MEX,76332
2083,Ciudad Victoria,MEX,328571
2853,Manzanillo,MEX,176405
2947,San Miguel de Allende,MEX,92834
3606,Chilpancingo de los Bravo,MEX,
4229,Guadalajara,MEX,4138350
4720,Zitácuaro,MEX,112349
4787,Uruapan del Progreso,MEX,
4831,Tepic,MEX,420020
4878,Xalapa-Enríquez,MEX,
4887,Zamora de Hidalgo,MEX,
4904,Ciudad del Carmen,MEX,215256
4908,Guaymas,MEX,125094
4946,Santiago Papasquiaro,MEX,
4965,Playa del Carmen,MEX,236352
4977,Navojoa,MEX,110580
5015,San Fernando,MEX,
5052,Lagos de Moreno,MEX,118084
5066,Zihuatanejo,MEX,86848
7364,Celaya,MEX,381192
7813,Cuernavaca,MEX,866396
7830,León,MEX,1384014
7869,Acapulco,MEX,668457
7913,Pachuca de Soto,MEX,
7921,El Salto,MEX,
7935,Cuauhtémoc,MEX,125931
8012,Nogales,MEX,
8032,Lázaro Cárdenas,MEX,168921
8079,Pánuco,MEX,
8089,Tehuacán,MEX,223264
8236,Juchitán de Zaragoza,MEX,
8653,Fresnillo,MEX,151503
10534,Teziutlán,MEX,106774
10635,Ciudad de México; Mexico City,MEX,17639164
10715,Querétaro,MEX,908964
10732,Poza Rica de Hidalgo,MEX,
10738,Río Grande,MEX,
10746,Monclova,MEX,290389
10773,Huajuapan de León,MEX,
10830,Delicias,MEX,132480
10832,Iguala de la Independencia,MEX,
10869,Gómez Palacio,MEX,
10907,Aguascalientes,MEX,878455
10916,Hidalgo del Parral,MEX,115314
12634,Veracruz,MEX,680672
12721,Linares,MEX,73193
12733,Jesús María,MEX,
12736,Ciudad Constitución,MEX,63242
12746,Puerto Vallarta,MEX,190176
12753,Tapachula de Córdova y Ordóñez,MEX,
12804,Guadalupe,MEX,
12811,Ciudad Acuña,MEX,117262
12827,Nuevo Casas Grandes,MEX,53484
12833,San Luis Río Colorado,MEX,202388
12835,Ciudad Sabinas Hidalgo,MEX,
12873,Tuxpan,MEX,
12897,Ojinaga,MEX,
13162,Huejutla de Reyes,MEX,54453
13165,Morelia,MEX,635588
13166,Puebla,MEX,1949860
13186,Irapuato,MEX,468285
13188,Toluca,MEX,1594046
13190,Valle de Santiago,MEX,90148
13196,Tejupilco de Hidalgo,MEX,
15282,Tijuana,MEX,1538301
15283,Aeropuerto Internacional de Tijuana; Tijuana International Airport,MEX,
15284,Rosarito,MEX,76707
15285,La Paz,MEX,369299
15286,Mexicali,MEX,736552
15287,Cabo San Lucas,MEX,255770
15288,Ensenada,MEX,268063
15289,Hermosillo,MEX,778882
15291,Ciudad Obregón,MEX,330237
15293,Ciudad Juárez,MEX,1214949
15295,Chihuahua,MEX,832220
15300,Puerto Peñasco,MEX,
15301,Agua Prieta,MEX,100741
15303,Cancún,MEX,610781
15304,Aeropuerto Internacional de Cancún; Cancún International Airport,MEX,
