City,Country,Population (2025)
Huauchinango,México,69870.94278
Sapiranga,Brazil,71643.02885
Huejutla de Reyes,México,54452.88195
Luziânia,Brazil,95928.18047
Tehuacán,México,223263.5609
Sobradinho II,Brazil,162324.4912
García,México,176821.6421
Uberlândia,Brazil,658427.1051
Monterrey,México,4011151.011
Barretos,Brazil,114680.0162
Ciudad Mante,México,83621.38819
Lages,Brazil,134819.645
Xicotepec de Juárez,México,50753.75152
Paranoá,Brazil,116381.0965
Oaxaca de Juárez,México,510651.7887
Ibitinga,Brazil,53628.92146
Orizaba,México,321412.7831
São Sebastião,Brazil,93637.43144
Ciudad Victoria,México,328571.4336
Araguari,Brazil,102026.4554
Montemorelos,México,53750.40378
Planaltina,Brazil,186714.169
Cadereyta Jiménez,México,82073.02951
Planaltina,Brazil,78996.27465
El Puente,México,223765.2326
Campo Largo,Brazil,63981.91322
Teziutlán,México,106774.1531
Bebedouro,Brazil,71040.10268
Linares,México,73193.07229
Catalão,Brazil,86261.11513
Córdoba,México,227802.0048
Avaré,Brazil,75745.63821
Sabinas,México,54689.8874
Lençóis Paulista,Brazil,55246.61168
Poza Rica,México,221672.659
Curitiba,Brazil,2512876.6
Coatepec,México,65623.40746
Araucária,Brazil,110889.7051
Papantla de Olarte,México,54600.52426
Jaú,Brazil,127171.3345
Xalapa,México,557330.8469
Jaboticabal,Brazil,67345.49992
Túxpam,México,122368.6425
Formosa,Brazil,100233.2395
Martínez de la Torre,México,91075.34979
Fazenda Rio Grande,Brazil,78178.27062
Tampico,México,614281.1736
Matão,Brazil,74977.08586
Altamira,México,156294.8364
Barra Bonita,Brazil,58841.94742
Tierra Blanca,México,58731.33046
Itapeva,Brazil,65892.85649
Tuxtepec,México,103131.4217
Uberaba,Brazil,330021.3868
Veracruz,México,680672.3697
Botucatu,Brazil,124391.5378
Santo Domingo Tehuantepec,México,57382.34638
Araraquara,Brazil,220701.3106
Salina Cruz,México,90372.91501
Sertãozinho,Brazil,111256.6458
Ciudad Acuña,México,117261.6469
Tramandaí,Brazil,53877.42009
Piedras Negras,México,115624.1156
Jaraguá do Sul,Brazil,125168.5263
Juchitán,México,89287.62222
Capão da Canoa,Brazil,52206.43685
Nuevo Laredo,México,316098.3704
Ribeirao Preto,Brazil,671130.7215
San Andrés Tuxtla,México,78574.07062
Balsas,Brazil,82629.65136
Reynosa,México,616127.2669
Blumenau,Brazil,233039.0879
Acayucan,México,64408.20068
São Carlos,Brazil,234904.4381
Río Bravo,México,92655.21001
Unaí,Brazil,60236.25668
Minatitlán,México,166259.1817
Joinville,Brazil,554422.3142
Coatzacoalcos,México,303635.2101
Batatais,Brazil,52834.19604
Matamoros,México,518354.0403
Criciúma,Brazil,157833.4242
Cintalapa,México,53826.18715
Paracatu,Brazil,70555.66843
Tuxtla Gutiérrez,México,572808.1713
Paranaguá,Brazil,149161.225
Cárdenas,México,131842.2829
Franca,Brazil,355369.6112
Tapachula,México,307204.3228
Itapetininga,Brazil,125438.0246
Comalcalco,México,57985.79097
Brusque,Brazil,70663.35393
San Cristóbal de las Casas,México,210903.2006
Patrocínio,Brazil,56577.51233
Villahermosa,México,492120.1226
Tatuí,Brazil,97072.7123
Comitán,México,125025.5421
Piracicaba,Brazil,373343.6853
Ocosingo,México,61293.94072
Itajaí,Brazil,260618.5975
Ciudad del Carmen,México,215256.3008
Rio Claro,Brazil,196010.5152
Campeche,México,229665.5719
Santa Inês,Brazil,77468.87824
Mérida,México,852925.9482
Balneário Camboriú,Brazil,192572.4738
Progreso,México,52252.29508
Pirassununga,Brazil,57615.26236
Chetumal,México,187116.3466
Tubarão,Brazil,74833.5251
Valladolid,México,56294.41095
Araxá,Brazil,95613.96533
Playa del Carmen,México,236352.0827
Itapema,Brazil,64879.50484
San Miguel de Cozumel,México,112061.5226
Leme,Brazil,95208.76159
Cancún,México,610780.9469
Florianópolis,Brazil,685024.8557
Limeira,Brazil,294622.5198
Araras,Brazil,90449.37888
Barra do Corda,Brazil,53511.9113
Americana,Brazil,434290.9946
Pinheiro,Brazil,50054.02943
São Sebastião do Paraíso,Brazil,58085.51291
Sorocaba,Brazil,712190.5064
Patos de Minas,Brazil,130432.1573
Campinas,Brazil,1834451.428
Cosmópolis,Brazil,64287.93925
Salto,Brazil,112853.769
Itu,Brazil,109144.9623
Indaiatuba,Brazil,204954.4776
Passos,Brazil,104792.6563
Mogi Guaçu,Brazil,137093.6841
Mogi Mirim,Brazil,73462.7671
Bacabal,Brazil,83102.77009
São Roque,Brazil,55415.52831
São João da Boa Vista,Brazil,79240.91617
Itupeva,Brazil,89313.46514
Vinhedo,Brazil,64329.16155
Itapira,Brazil,59418.41258
Jundiaí,Brazil,473610.4872
Amparo,Brazil,51570.25721
São Paulo,Brazil,19485157.73
Itatiba,Brazil,87705.72346
Poços de Caldas,Brazil,125580.3141
Polvilho,Brazil,81344.815
Barreiras,Brazil,147955.8377
Jardim Santa Fé,Brazil,66748.72315
Francisco Morato,Brazil,351136.9754
Perus,Brazil,80151.70417
São Luís,Brazil,1272247.118
Bragança Paulista,Brazil,130928.4435
Atibaia,Brazil,92512.85584
Praia Grande,Brazil,470185.155
Alfenas,Brazil,71086.88316
Arujá,Brazil,58639.22388
Santos,Brazil,1128177.916
Codó,Brazil,88789.55093
Pouso Alegre,Brazil,112165.7756
Pirapora,Brazil,68450.21122
Formiga,Brazil,55612.01011
Sao Jose dos Campos,Brazil,835844.1388
Varginha,Brazil,130426.195
Caçapava,Brazil,54981.93005
Nova Serrana,Brazil,84730.10975
Taubaté,Brazil,320607.2692
Chapadinha,Brazil,56387.30297
Itajubá,Brazil,70693.78812
Caxias,Brazil,125424.5227
Três Corações,Brazil,63401.16534
Pindamonhangaba,Brazil,79882.7072
Divinópolis,Brazil,204432.3173
Lavras,Brazil,87313.0841
Colônia de Férias Ministro João Cleófas,Brazil,51353.1593
Caraguatatuba,Brazil,56315.65032
Guaratinguetá,Brazil,90504.70323
Curvelo,Brazil,54768.5422
Pará de Minas,Brazil,71748.04757
Lorena,Brazil,83745.19327
Itaúna,Brazil,84453.45315
Floriano,Brazil,59195.14761
Cruzeiro,Brazil,83506.81628
Teresina,Brazil,983295.5776
Montes Claros,Brazil,375328.5187
Sete Lagoas,Brazil,203340.9984
Belo Horizonte,Brazil,4376746.588
Fazenda Castro,Brazil,61944.14509
Icaivera,Brazil,80084.2784
Ribeirão das Neves,Brazil,70195.96693
São João del-Rei,Brazil,76139.0158
Resende,Brazil,106147.1236
Janaúba,Brazil,54780.1909
Santa Luzia,Brazil,54937.13704
Nova Lima,Brazil,50249.41305
Angra dos Reis,Brazil,100748.7082
Volta Redonda,Brazil,404484.7624
Conselheiro Lafaiete,Brazil,122523.8369
Guanambi,Brazil,53735.54303
Barbacena,Brazil,101345.1578
Parnaíba,Brazil,137546.6055
Itabira,Brazil,97287.24659
Itaguaí,Brazil,94997.50139
Rio de Janeiro,Brazil,9853692.802
Juiz de Fora,Brazil,540557.6137
Engenheiro Pedreira,Brazil,67195.63277
Marapicu,Brazil,88793.86791
Irecê,Brazil,59396.87176
Fazenda Parque Recreio,Brazil,118387.8563
Três Rios,Brazil,62536.49218
Ubá,Brazil,91411.07947
Petrópolis,Brazil,212433.7842
Viçosa,Brazil,61080.96397
Coronel Fabriciano,Brazil,132635.7804
Ribeira,Brazil,229593.8021
Ipatinga,Brazil,270481.7509
Niterói,Brazil,1734951.425
Região Oceânica,Brazil,68558.27502
Teresópolis,Brazil,107008.6736
Cataguases,Brazil,60331.02615
Muriaé,Brazil,86281.8324
Caratinga,Brazil,63253.58194
Governador Valadares,Brazil,247145.697
Conselheiro Paulino,Brazil,55770.57376
New Fribourg,Brazil,72941.04531
Manhuaçu,Brazil,52735.24543
Sobral,Brazil,136218.4089
Teófilo Otoni,Brazil,108913.8183
Araruama,Brazil,84680.68098
Petrolina,Brazil,444538.0588
Itaperuna,Brazil,81033.15588
Vitória da Conquista,Brazil,280605.9948
Cabo Frio,Brazil,212519.0644
Rio das Ostras,Brazil,198116.1117
Macaé,Brazil,209075.8324
Senhor do Bonfim,Brazil,51584.42686
Itapipoca,Brazil,62415.97852
Campos dos Goytacazes,Brazil,319594.8685
Cachoeiro de Itapemirim,Brazil,169215.8021
Jequié,Brazil,135558.0591
Itapetinga,Brazil,61163.31978
Crato,Brazil,99477.40029
Colatina,Brazil,93396.40566
Iguatu,Brazil,65880.14039
Juazeiro do Norte,Brazil,246077.9261
Quixadá,Brazil,51849.64807
Guarapari,Brazil,87170.92672
Vitória,Brazil,1291834.422
Aracruz,Brazil,51996.85606
Serra,Brazil,76943.89634
Fazendinha 13,Brazil,58724.62021
Colina de Laranjeiras,Brazil,382968.0832
Fazenda Zucchi,Brazil,51852.38937
Santo Antônio de Jesus,Brazil,78572.05644
Linhares,Brazil,124296.7915
Maranguape,Brazil,63752.60165
Fortaleza,Brazil,3324148.631
Teixeira de Freitas,Brazil,159871.1182
Eunápolis,Brazil,91709.4262
São Mateus,Brazil,66325.66143
Itabuna,Brazil,218577.2664
Horizonte,Brazil,50220.1756
Feira de Santana,Brazil,561529.3965
Valença,Brazil,60940.18861
Pacajus,Brazil,54998.69703
Ilhéus,Brazil,57704.58982
Vila Jardim,Brazil,73104.70266
Serra Talhada,Brazil,60250.49598
Candeias,Brazil,58701.79009
Paulo Afonso,Brazil,60396.97022
Salvador,Brazil,3305395.539
Alagoinhas,Brazil,126848.5315
Simões Filho,Brazil,106245.4847
Dias d'Ávila,Brazil,70636.14117
Camaçari,Brazil,192501.0433
Mossoró,Brazil,276968.9989
Lagarto,Brazil,50221.97684
Patos,Brazil,99487.38429
Itabaiana,Brazil,68554.99678
Estância,Brazil,54378.74577
Caicó,Brazil,56017.85875
Arcoverde,Brazil,66188.86129
B. Parque dos Faróis,Brazil,73384.28528
Aracaju,Brazil,921331.8394
Arapiraca,Brazil,174023.2926
Garanhuns,Brazil,112517.8838
Belo Jardim,Brazil,56382.13578
Santa Cruz do Capibaribe,Brazil,115562.9101
São Miguel dos Campos,Brazil,53197.12074
Caruaru,Brazil,313174.1432
Campina Grande,Brazil,382512.0942
Maceió,Brazil,1046071.456
Gravatá,Brazil,60235.98109
Natal,Brazil,1133223.558
Parnamirim,Brazil,154613.9097
Vitória de Santo Antão,Brazil,109624.3428
Carpina,Brazil,75347.74826
Escada,Brazil,58977.1445
Recife,Brazil,3847557.992
Goiana,Brazil,52544.64932
Cabo de Santo Agostinho,Brazil,114281.8517
João Pessoa,Brazil,1120243.077
Ponte dos Carvalhos,Brazil,50387.46229
