City,Country,Population (2025)
Batna,Algeria,377991.6114
El Mansura,Egypt,1707876.848
Keskin,Turkey,131245.2358
Al Qurna,Iraq,191896.4677
Madinat Lab'ūs,Yemen,97889.63088
Touggourt,Algeria,179594.8378
Mit Ghamr,Egypt,744960.7122
Karaman,Turkey,125343.8946
Khashm El Girba,Sudan,97738.84518
Basra,Iraq,2131556.447
Ja`ar,Yemen,87953.86093
El Milia,Algeria,62083.21693
Beni Mazar,Egypt,200931.8719
Kırşehir,Turkey,129610.1865
Az Zubayr,Iraq,236427.9195
Al Beidha,Yemen,59275.1145
Mila,Algeria,82540.72631
Al-Minya,Egypt,59819.23548
Aksaray,Turkey,144903.7051
Aroma,Sudan,76686.6629
Umm Qasr,Iraq,68913.40081
Bayhan,Yemen,51714.55801
Collo,Algeria,58289.3006
Banī Ḩallah,Egypt,53984.29756
Çorum,Turkey,247551.7822
Hamaschkorieb,Sudan,56237.92163
Lawdar,Yemen,87101.17012
Constantine,Algeria,507697.2204
Aba El Waqf,Egypt,77507.46927
Eregli,Turkey,74753.35891
Rashaida Al Hafayer,Sudan,69096.61627
`Ataq,Yemen,50785.18815
Ali Mendjeli,Algeria,158616.4017
Al Minya,Egypt,549611.7444
Vezirköprü,Turkey,54618.32005
Al Qatan,Yemen,76650.50097
Ain Mlila,Algeria,102895.2182
Lahun,Egypt,64836.02858
Nevşehir,Turkey,89205.4865
Say'un,Yemen,129910.3765
Didouche Mourad,Algeria,55856.41106
Ihnasya al Madinah,Egypt,95604.60642
Niğde,Turkey,98173.39299
Tarim,Yemen,135712.4108
El Khroub,Algeria,116427.2429
Bilqas,Egypt,93966.25302
Bafra,Turkey,109750.1557
Fuwwah,Yemen,123078.905
Skikda,Algeria,252925.5672
Fashn,Egypt,116409.71
Mersin,Turkey,654657.4295
Kassala,Sudan,404472.3331
Mukalla,Yemen,97828.58045
Ain Fakroun,Algeria,60835.87321
شبلنجة,Egypt,313717.6924
Amasya,Turkey,97374.5637
Jubayt,Sudan,124771.9647
Ghayl Ba Wazir,Yemen,56189.08339
Guemar,Algeria,52523.67577
Hour,Egypt,95042.16857
Kazanlı Mah.,Turkey,145891.2108
Sinkāt,Sudan,193093.2604
Shihr,Yemen,115733.6402
El Oued,Algeria,281360.0185
Dalga‘a,Egypt,116516.7839
Samsun,Turkey,643551.8453
Wadsharefy,Sudan,138020.0003
Oum El Bouaghi,Algeria,99906.20934
Al Inab al Saghirah,Egypt,78805.07141
Tarsus,Turkey,218396.7189
Khenchela,Algeria,160443.6963
Atmeeda,Egypt,51029.79768
Kayseri,Turkey,893375.5148
Port Sudan,Sudan,536781.6733
Guelma,Algeria,165531.7655
Biba,Egypt,104726.0349
Tekkeköy,Turkey,82610.91813
Sawakin,Sudan,167296.8612
Ain Beida,Algeria,169447.9327
Makein,Egypt,74354.91059
Yenice,Turkey,98221.6863
Sedrata,Algeria,59500.94894
Naj al Shaykh Hasan Abu Sabir,Egypt,105040.8152
Adana,Turkey,523157.8865
Annaba,Algeria,471638.7452
Jamasa,Egypt,144132.6322
Çarşamba,Turkey,91360.1811
Cheria,Algeria,85626.34035
بطره,Egypt,54032.39783
Erbaa,Turkey,54364.49351
M'Daourouch,Algeria,55996.32559
ميت ابو خالد,Egypt,63217.1146
Tokat,Turkey,122160.4933
Souk Ahras,Algeria,222438.3458
Minya Al-Qamh,Egypt,328119.5962
Kozan,Turkey,53281.40908
Tebessa,Algeria,260481.8644
El Azizia,Egypt,56108.43105
Ceyhan,Turkey,69660.96763
Ouenza,Algeria,59814.74548
Beni Suef,Egypt,665694.1562
Yumurtalık,Turkey,121543.7186
Bir El Ater,Algeria,98477.34152
Abu Qurqas,Egypt,188954.9862
Ünye,Turkey,73695.82528
Sunbo,Egypt,188665.4041
Sugözü,Turkey,62650.61811
Dundet,Egypt,63376.63555
Kadirli,Turkey,123620.014
Bani Bakhit,Egypt,70092.30282
Sivas,Turkey,401054.4998
Abyūhā,Egypt,73676.97591
Fatsa,Turkey,77104.96344
Mallawi,Egypt,324903.604
Osmaniye,Turkey,297347.7728
Kafr al Hajj Shirbini,Egypt,84714.99744
Samandağ,Turkey,127080.3839
Al Zaqaziq,Egypt,1296062.211
İskenderun,Turkey,387684.8713
دنجواي,Egypt,203918.5383
Dörtyol,Turkey,59689.87038
Safur,Egypt,73009.7586
Payas,Turkey,96082.09483
El Senbellawein,Egypt,209673.3087
Hatay,Turkey,548676.2642
Diyarb Nigm,Egypt,263943.306
Düziçi,Turkey,59293.7983
Al Tallin,Egypt,81603.46982
Kırıkhan,Turkey,105762.0473
Kafr Ibrash,Egypt,115281.5069
Afşin,Turkey,59499.17422
Dairut,Egypt,275980.4782
Ordu,Turkey,154936.7378
El Mosha,Egypt,52160.84575
Kahramanmaraş,Turkey,554382.0285
Deir Mawas,Egypt,95754.08126
Reyhanlı,Turkey,92611.40885
Al Qusiya,Egypt,215227.0606
Elbistan,Turkey,122643.6947
El Gadeeda,Egypt,51877.51241
Giresun,Turkey,121465.2497
Al Aras,Egypt,61468.87598
Kilis,Turkey,103014.4806
Al-Wasitah,Egypt,253583.0895
Büyükpınar,Turkey,59654.05066
Bush,Egypt,103713.4307
Gaziantep,Turkey,1681269.631
Dayr Abu Hinnis,Egypt,66503.70367
Nizip,Turkey,147561.6545
Al Ayyat,Egypt,138024.4644
Malatya,Turkey,510424.5299
Girza,Egypt,186160.6014
Birecik,Turkey,78483.82204
Ar Riyaḑ,Egypt,84137.52602
Adıyaman,Turkey,229019.739
Mit Habib,Egypt,385407.688
Akçaabat,Turkey,94912.69714
Bahma,Egypt,79262.31032
Trabzon,Turkey,328138.479
Dayr al Barsha,Egypt,66896.40556
Kâhta,Turkey,81166.00945
Kafr Al-Amir Abd Allah,Egypt,68086.6662
Suruç,Turkey,97691.31015
Al Burumbul,Egypt,84808.45815
Erzincan,Turkey,75189.61988
Al Maymun,Egypt,56231.41363
Elazığ,Turkey,437440.3397
Kafr Ismail,Egypt,128220.1822
Koçören,Turkey,50962.28786
Um el Qusur,Egypt,117248.0345
Şanlıurfa,Turkey,762061.9901
Al-Zawamel,Egypt,122907.4801
Akçakale,Turkey,80703.15947
Al Saff,Egypt,110770.6488
Siverek,Turkey,191657.2516
Al-Qobabat,Egypt,103498.4038
Rize,Turkey,125882.9247
Al Roda,Egypt,198201.7235
Ergani,Turkey,95866.76517
Abu al Shuquq,Egypt,56697.14631
Al,Turkey,116098.0868
Al Daraksa,Egypt,78492.01401
Viranşehir,Turkey,136939.8766
Kafr Saqr,Egypt,127717.2496
Diyarbakir,Turkey,648873.8453
KARIM ALY ABDO,Egypt,66425.55365
Bingöl,Turkey,113229.8489
Al Halawat,Egypt,104774.3038
Ceylanpınar,Turkey,58587.15394
Beni Adi,Egypt,70403.32608
Erzurum,Turkey,162678.2729
كفر البطيخ,Egypt,163383.5838
Bismil,Turkey,75321.69013
Hihya,Egypt,213832.1967
Kızıltepe,Turkey,124061.4479
Bilbeis,Egypt,281019.3796
Mardin,Turkey,84640.61269
Ash Shuara,Egypt,55244.89126
Silvan,Turkey,56069.9294
Manfalut,Egypt,138332.3574
Batman,Turkey,481849.8586
Awlad Seif,Egypt,59084.62931
Muş,Turkey,117954.5465
Madaba,Egypt,73618.27466
Nusaybin,Turkey,112665.7089
Damietta,Egypt,727329.7854
Midyat,Turkey,77042.8071
Birimbal al Quadima,Egypt,164150.5424
Siirt,Turkey,166360.9494
Amrit,Egypt,127024.641
Tatvan,Turkey,56118.5894
Abu Kabir,Egypt,232629.1749
Kars,Turkey,75346.43031
Tukh al Qaramuss wa Kafr Sarkis Mansur,Egypt,70544.60909
Ağrı,Turkey,145031.5083
Al 'Izziyah,Egypt,61095.89168
Patnos,Turkey,104476.1862
Beni Muhammadiyat,Egypt,166447.1402
Cizre,Turkey,139568.6001
Al Qaramus,Egypt,62702.74796
Shrnak,Turkey,86626.09663
Al Abbasa al Sharqiya,Egypt,433575.1691
Silopi,Turkey,170924.4758
Asyut,Egypt,1152515.046
Erciş,Turkey,145964.9946
Faqous,Egypt,388104.6614
Van,Turkey,623590.4466
Al-Gamaleya,Egypt,161571.8878
Iğdır,Turkey,99681.68168
Tenth Of Ramadan,Egypt,143517.1307
Doğubayazıt,Turkey,114246.0837
Abnub,Egypt,182149.2952
Hakkâri,Turkey,87638.34989
Al-Asafra,Egypt,356762.1188
Yüksekova,Turkey,103169.0529
Kafr al Bazat,Egypt,70158.04617
Al Yaudi,Egypt,105202.9537
Salehia,Egypt,103526.5688
Abu Tig,Egypt,204873.9325
Dikiran,Egypt,86104.96139
Sahel Silim,Egypt,90513.37131
El Ghanayem,Egypt,69031.72251
Sidfa,Egypt,344041.2696
Port Said,Egypt,874651.4621
Tima,Egypt,255070.2698
Tahta,Egypt,476376.6416
Al Harafsha,Egypt,291976.2535
Al Ismailiya,Egypt,584529.1032
Maragha,Egypt,133434.3693
El-Shaikh Youssef,Egypt,56474.69745
Saqultah,Egypt,84619.99521
Suhaj,Egypt,1104285.359
Al-Manshah,Egypt,365271.8956
El-Usayrat,Egypt,158688.8859
Suez,Egypt,557509.7836
Girga,Egypt,323347.7486
Ezbet Nazif,Egypt,216614.6662
Balyana,Egypt,346682.5129
Awlad Yehia Qibly,Egypt,52273.49492
Nag Hammadi,Egypt,243713.2233
Dishna,Egypt,64724.67953
Luxor,Egypt,6314419.966
Esna,Egypt,80205.13841
Qena,Egypt,189847.9892
Qus,Egypt,121931.0646
Arish,Egypt,115902.5824
Abnud,Egypt,77100.65107
Al Mifarragiya,Egypt,63273.52284
Hijazah,Egypt,56333.87954
Al Kajuj,Egypt,98409.87632
Daraw,Egypt,51916.05619
Kawm Ombo,Egypt,137418.1616
Aswan,Egypt,472978.1861
Hurghada,Egypt,137973.3325
